objID,SG1_votes,SG2_prob,SG3_timescale_class,SG3_timescale_peak,SG3_timescale_peak_prob,PROBABILITY_FLAG
587742013282189434,0,0.0509,4,10,0.118248,0
587742013282255018,0,0.5184,4,10,0.226673,0
587742013282255030,0,0.0006,4,10,0.188778,0
587742013282255039,0,0.0,4,10,0.293113,0
587742013282255049,0,0.0032,4,10,0.156548,0
587742013282255066,0,0.0001,4,10,0.318734,0
587742013282320501,0,0.0277,1,0,0.287176,0
587742013282320570,0,0.383,4,9,0.274007,0
587742013282320606,0,0.0819,4,10,0.208371,0
587742013282320636,1,0.4413,4,10,0.224592,0
587742013282320652,20,0.3731,4,6,0.132039,0
587742013282386096,0,0.845,4,9,0.183899,0
587742013282386104,15,0.006,4,10,0.208788,0
587742013282386127,0,0.6339,4,9,0.147455,0
587742013282386135,0,0.0062,4,10,0.166703,0
587742013282386137,0,0.001,4,10,0.269845,0
587742013282451525,0,0.1246,4,10,0.246171,0
587742013282451588,0,0.0008,4,10,0.251928,0
587742013282451669,0,0.0485,4,10,0.151081,0
587742013282517125,5,0.1033,2,1,0.116288,0
587742013282517183,0,0.0001,4,10,0.199663,0
587742013282517204,0,0.0127,4,10,0.183807,0
587742013282648179,0,0.0001,4,10,0.364038,0
587742013282713704,0,0.7583,4,10,0.125518,0
587742013282713731,0,0.2853,4,9,0.132695,0
587742013282713773,0,0.0,4,10,0.215606,0
587742013282779221,1,0.0001,4,10,0.133364,0
587742013282779250,0,0.0518,4,10,0.190802,0
587742013282844735,0,0.0146,4,10,0.27317,0
587742013282844774,20,0.9112,3,3,0.161566,1
587742013282910328,0,0.0317,4,10,0.173,0
587742013282910361,10,0.9735,4,9,0.149964,0
587742013282910444,0,0.0004,4,10,0.31967,0
587742013282975781,0,0.1882,4,9,0.174642,0
587742013283041438,1,0.2265,1,0,0.133342,0
587742013283041449,0,0.245,4,10,0.425901,0
587742013283041465,0,0.5216,4,10,0.322897,0
587742013283041470,2,0.0036,4,10,0.254457,0
587742013283041471,0,0.0001,4,10,0.215198,0
587742013283041474,8,0.2985,4,10,0.17373,0
587742013283106963,0,0.1613,4,10,0.166035,0
587742013283172447,0,0.0002,4,10,0.173678,0
587742013283172469,0,0.8044,4,10,0.138956,0
587742013283172500,0,0.0058,4,10,0.306572,0
587742013283172503,0,0.0076,4,10,0.256626,0
587742013283237986,0,0.0799,4,10,0.189657,0
587742013283238015,0,0.1351,4,10,0.142192,0
587742013283238025,0,0.0524,4,10,0.229719,0
587742013283303493,0,0.0035,4,10,0.379854,0
587742013283369061,14,0.0001,4,10,0.10632,0
587742013283369101,14,0.0243,3,3,0.158989,0
587742013283434557,0,0.235,4,10,0.152925,0
587742013283434614,14,0.1064,4,9,0.129959,0
587742013283434615,0,0.0005,4,10,0.148995,0
587742013283434628,1,0.0471,4,10,0.170061,0
587742013283434634,0,0.3217,4,10,0.258256,0
587742013283434636,0,0.0027,4,10,0.142383,0
587742013283434764,8,0.0017,4,9,0.0988191,0
587742013283500115,14,0.7019,2,1,0.273611,1
587742013283500127,0,0.0009,1,0,0.163319,0
587742013283500133,0,0.0009,4,10,0.341057,0
587742013283500144,0,0.0121,4,10,0.161168,0
587742013283500168,0,0.1913,4,10,0.247377,0
587742013283500183,0,0.0105,4,10,0.214803,0
587742013283500219,1,0.7772,4,10,0.185864,0
587742013283565644,0,0.0048,4,10,0.129564,0
587742013283565701,12,0.0012,4,10,0.10851,0
587742013283565715,0,0.0,1,0,0.448368,0
587742013283631181,0,0.0554,4,10,0.421554,0
587742013283631241,0,0.1154,4,10,0.205809,0
587742013283631249,1,0.8624,4,10,0.143829,0
587742013283696713,0,0.0351,4,10,0.461614,0
587742013283696731,0,0.1246,4,10,0.206305,0
587742013283696744,0,0.0015,4,10,0.22891,0
587742013283696751,0,0.0064,4,10,0.367295,0
587742013283696769,0,0.0006,4,10,0.271132,0
587742013283762234,7,0.2301,4,10,0.165681,0
587742013283762321,0,0.0003,4,10,0.201667,0
587742013283762328,11,0.0,4,10,0.114513,0
587742013283762346,0,0.0272,4,10,0.332124,0
587742013283827802,17,0.0702,4,6,0.118095,0
587742013283827836,0,0.0326,4,10,0.192491,0
587742013283827858,6,0.8134,4,10,0.16442,0
587742013283827873,0,0.0004,4,10,0.306085,0
587742013283893412,0,0.0229,4,10,0.164564,0
587742013283958895,10,0.0,4,10,0.106277,0
587742013283958924,0,0.0073,4,10,0.293854,0
587742013283958930,0,0.4475,4,10,0.406341,0
587742013283958935,0,0.0017,4,10,0.172677,0
587742013283958981,0,0.3288,4,10,0.24806,0
587742013284024386,0,0.0028,4,10,0.258899,0
587742013284024391,14,0.157,4,10,0.135219,0
587742013284024414,1,0.9644,4,10,0.165563,0
587742013284024425,0,0.3211,4,10,0.154686,0
587742013284024468,0,0.3822,4,10,0.150199,0
587742013284089926,0,0.0001,4,10,0.159696,0
587742013284221023,5,0.4938,4,10,0.136075,0
587742013284221089,0,0.1328,4,10,0.352588,0
587742013284221141,0,0.0193,4,10,0.390143,0
587742013284286609,0,0.6863,4,10,0.32325,0
587742013284286618,1,0.0721,4,10,0.233096,0
587742013284286631,0,0.0001,4,10,0.111233,0
587742013284286639,11,0.0216,2,1,0.188161,0
587742013284286652,1,0.7354,4,9,0.209626,0
587742013284417620,0,0.0655,4,10,0.151618,0
587742013284417677,0,0.188,4,10,0.185263,0
587742013284417683,2,0.1391,4,10,0.153229,0
587742013284417692,0,0.0,4,10,0.228871,0
587742013284417704,0,0.038,4,10,0.197866,0
587742013284483108,0,0.0129,4,10,0.209025,0
587742013284679788,0,0.0012,4,10,0.224941,0
587742013284810891,0,0.0,1,0,0.29063,0
587742013284810898,11,0.0093,4,10,0.131174,0
587742013284876321,19,0.0011,2,1,0.186211,0
587742013284876390,5,0.02,4,10,0.138019,0
587742013284876410,0,0.0911,4,10,0.239575,0
587742013284876415,8,0.0216,4,10,0.234558,0
587742013284941834,18,0.6299,3,3,0.107697,0
587742013284941915,20,0.1227,4,9,0.145442,0
587742013284941928,0,0.2585,4,10,0.166224,0
587742013284941931,20,0.0957,4,10,0.163924,0
587742013284941946,0,0.7982,4,10,0.221561,0
587742013284941965,0,0.8515,4,10,0.174667,0
587742013284941977,0,0.0954,4,10,0.208746,0
587742013284942010,4,0.0609,4,10,0.244434,0
587742013285007450,20,0.0243,4,10,0.115434,0
587742013285007451,12,0.0049,4,9,0.139266,0
587742013285007507,1,0.002,4,10,0.294253,0
587742013285007538,0,0.6249,4,10,0.259499,0
587742013285007542,0,0.0026,4,10,0.268177,0
587742013285007551,20,0.9385,2,2,0.267499,0
587742013285072910,0,0.8843,4,10,0.254343,0
587742013285138530,5,0.2455,1,0,0.497126,0
587742013285138544,0,0.2376,4,10,0.386285,0
587742013285204053,0,0.0044,4,10,0.27766,0
587742013285204074,19,0.0785,3,4,0.119665,0
587742013285204093,0,0.0,4,10,0.16426,0
587742013285335155,0,0.0,4,10,0.340657,0
587742013285400704,0,0.0,4,10,0.257461,0
587742013285400736,0,0.4437,4,6,0.127617,0
587742013285466124,20,0.5203,3,3,0.16639,1
587742013285466195,1,0.4573,4,10,0.169923,0
587742013285597337,1,0.8365,4,10,0.169195,0
587742013285793851,0,0.002,4,10,0.16971,0
587742013285925084,9,0.4667,1,0,0.533549,0
587742013285990484,0,0.0963,4,10,0.16143,0
587742013286121569,0,0.8209,4,10,0.380059,0
587742013286187109,0,0.2999,2,1,0.245934,0
587742013286187115,0,0.3938,4,10,0.195483,0
587742013286252566,18,0.2768,4,6,0.104247,0
587742013286252707,1,0.772,4,10,0.177223,0
587742013286318210,0,0.0597,4,10,0.20787,0
587742013286318220,3,0.3926,4,10,0.138367,0
587742013286383790,0,0.8348,4,9,0.164438,0
587742013286449280,0,0.1019,4,10,0.20473,0
587742013286514887,0,0.8402,4,10,0.290251,0
587742013286580359,0,0.0588,4,10,0.168292,0
587742013286711342,2,0.4415,4,10,0.153219,0
587742013286711415,0,0.0208,1,0,0.203131,0
587742013286711419,0,0.8095,4,9,0.148359,0
587742013286711453,0,0.5956,4,10,0.393773,0
587742013286777033,0,0.01,4,10,0.150824,0
587742013286842452,15,0.8499,4,10,0.153589,1
587742013286842504,0,0.3352,4,10,0.198749,0
587742013286973594,0,0.0053,4,10,0.196655,0
587742013286973616,0,0.0527,4,10,0.161387,0
587742013287039048,4,0.0539,4,10,0.15456,0
587742013287039139,0,0.6429,4,10,0.382296,0
587742013287039161,0,0.0127,4,10,0.23569,0
587742013287039177,11,0.9219,4,9,0.154427,1
587742013287104663,9,0.8697,4,10,0.141864,0
587742013287170153,0,0.0005,4,10,0.24179,0
587742013287170164,0,0.0217,4,10,0.459627,0
587742013287170304,0,0.3044,4,10,0.126399,0
587742013287235725,0,0.0832,4,10,0.229711,0
587742013287301137,3,0.7301,4,10,0.50881,0
587742013287301241,0,0.5884,4,10,0.189524,0
587742013287366779,2,0.1133,1,0,0.13104,0
587742013287366814,7,0.3274,3,4,0.127716,0
587742013287563353,0,0.1318,4,10,0.320946,0
587742013287628941,7,0.9522,4,10,0.266427,0
587742013287628956,0,0.0,4,10,0.276691,0
587742013287759920,2,0.1893,4,10,0.168449,0
587742013287759937,0,0.0004,4,10,0.272384,0
587742013287759950,0,0.0235,4,10,0.148046,0
587742013287759962,0,0.0,4,10,0.411174,0
587742013287759986,9,0.7337,4,10,0.188139,0
587742013287825543,0,0.4809,4,9,0.147872,0
587742013287891081,16,0.1417,1,0,0.326124,0
587742013287891098,0,0.2719,4,10,0.3045,0
587742013287956622,17,0.6511,4,6,0.115767,1
587742013288022052,0,0.1693,4,10,0.227126,0
587742013288087616,0,0.7798,4,9,0.170189,0
587742013288087696,6,0.6835,4,10,0.149006,0
587742013288087699,0,0.299,4,10,0.166203,0
587742013288087786,0,0.7988,4,10,0.140897,0
587742013288218633,0,0.0962,4,10,0.267094,0
587742013288218726,0,0.0435,4,10,0.129424,0
587742013288284284,0,0.0002,4,10,0.229295,0
587742013288284328,0,0.0112,4,10,0.172969,0
587742013288284368,20,0.005,4,9,0.113654,0
587742013288415346,0,0.001,4,10,0.18138,0
587742013288415363,0,0.4635,4,10,0.207541,0
587742013288415392,0,0.1481,4,10,0.264746,0
587742013288480923,0,0.3299,4,10,0.335488,0
587742013288546436,0,0.1471,4,10,0.145577,0
587742013288546501,0,0.5885,4,10,0.360004,0
587742013288611915,20,0.0,1,0,0.246791,0
587742013288677385,0,0.0171,4,10,0.349511,0
587742013288677531,0,0.0005,4,10,0.253036,0
587742013288677543,5,0.003,4,10,0.222866,0
587742013288677560,0,0.0001,4,10,0.125027,0
587742013288677577,9,0.8318,4,9,0.17945,0
587742013288677613,0,0.0257,4,10,0.136883,0
587742013288742917,1,0.1914,3,3,0.102401,0
587742013288743051,0,0.0003,4,10,0.403906,0
587742013288743074,19,0.2116,4,9,0.137882,0
587742013288743110,0,0.0197,4,6,0.121966,0
587742013288743121,14,0.1039,4,10,0.204539,0
587742013288808558,19,0.1068,4,10,0.13554,0
587742013288808594,20,0.8507,3,3,0.146514,0
587742013288808649,0,0.0813,4,10,0.177066,0
587742013288808652,0,0.0037,4,10,0.213435,0
587742013288874087,10,0.0286,4,10,0.230382,0
587742013288874101,13,0.0,4,10,0.159637,0
587742013288874194,0,0.297,4,10,0.193487,0
587742013289005289,0,0.7328,4,10,0.194735,0
587742013289005297,0,0.001,4,10,0.263063,0
587742013289136226,0,0.3856,4,10,0.342652,0
587742013289201675,0,0.0001,4,10,0.385523,0
587742013289201809,0,0.4907,4,10,0.183436,0
587742013289267350,0,0.0008,1,0,0.203314,0
587742013289267359,0,0.023,4,10,0.185649,0
587742013289267369,0,0.6093,4,6,0.10572,0
587742013289267421,0,0.0006,4,10,0.251134,0
587742013289267436,11,0.0233,4,10,0.175429,0
587742013289267454,13,0.5757,4,9,0.137465,1
587742013289332961,0,0.1541,4,10,0.276442,0
587742013289332964,0,0.0725,4,10,0.295199,0
587742013289332999,0,0.0026,4,10,0.238861,0
587742013289398400,0,0.2033,4,10,0.178111,0
587742013289398421,0,0.6422,4,10,0.130227,0
587742013289398483,0,0.0023,1,0,0.17565,0
587742013289529361,10,0.8388,4,10,0.244891,0
587742013289529472,0,0.0004,4,10,0.260942,0
587742013289529514,3,0.1836,4,10,0.193,0
587742013289594934,0,0.0962,4,10,0.143848,0
587742013289594952,0,0.0847,4,10,0.323597,0
587742013289595069,0,0.0114,4,10,0.270231,0
587742013289595077,14,0.6242,4,10,0.166172,1
587742013289660465,20,0.3034,3,3,0.179922,0
587742013289660586,0,0.1334,4,10,0.207467,0
587742013289660615,20,0.0411,4,10,0.159897,0
587742013289660638,0,0.0231,4,10,0.344013,0
587742013289660666,0,0.3648,4,10,0.235164,0
587742013289660705,0,0.1477,4,10,0.258395,0
587742013289726058,7,0.0912,4,10,0.149376,0
587742013289726096,19,0.7817,4,6,0.130279,1
587742013289791658,0,0.7597,4,10,0.389597,0
587742013289791694,0,0.2644,4,10,0.336552,0
587742013289857174,15,0.9302,4,6,0.12346,1
587742013289857222,0,0.149,4,10,0.259969,0
587742013289922646,0,0.0004,4,10,0.289179,0
587742013289922695,0,0.0091,4,10,0.305242,0
587742013289988200,1,0.011,4,10,0.2638,0
587742013289988209,0,0.6939,4,10,0.232254,0
587742013289988210,0,0.0059,4,10,0.304635,0
587742013289988245,0,0.0634,4,10,0.387659,0
587742013289988251,10,0.2428,4,10,0.141746,0
587742013289988267,0,0.0005,4,10,0.338095,0
587742013289988284,0,0.5018,4,10,0.167802,0
587742013289988296,0,0.6054,4,9,0.212732,0
587742013289988300,0,0.0159,4,10,0.204853,0
587742013289988309,0,0.4619,4,10,0.298016,0
587742013289988333,0,0.0757,4,10,0.266107,0
587742013289988341,0,0.2563,4,10,0.292815,0
587742013290053808,12,0.0858,4,10,0.205645,0
587742013290053842,0,0.0657,4,10,0.263988,0
587742013290119181,13,0.1236,4,10,0.152374,0
587742013290119225,0,0.8743,4,9,0.177302,0
587742013290119232,18,0.0862,4,10,0.119271,0
587742013290119304,0,0.8662,4,10,0.287227,0
587742013290119322,3,0.4019,3,3,0.103849,0
587742013290119331,0,0.3657,4,10,0.389267,0
587742013290119351,10,0.9543,4,10,0.13595,0
587742013290119369,0,0.7896,4,10,0.21404,0
587742013290119396,0,0.1245,4,10,0.265719,0
587742013290184800,0,0.4443,4,10,0.225359,0
587742013290184828,0,0.0709,4,10,0.330537,0
587742013290184836,0,0.2152,4,10,0.367541,0
587742013290184901,10,0.0808,4,9,0.128961,0
587742013290184929,0,0.01,4,10,0.193616,0
587742013290184937,0,0.0057,4,10,0.169167,0
587742013290184942,4,0.0122,1,0,0.195853,0
587742013290184946,0,0.4766,4,10,0.325896,0
587742013290250348,0,0.3439,4,10,0.356315,0
587742013290250351,0,0.7976,4,10,0.299201,0
587742013290250352,0,0.0536,4,10,0.148285,0
587742013290315907,0,0.1224,4,10,0.309798,0
587742013290315938,0,0.0037,4,10,0.238813,0
587742013290315972,0,0.0151,4,10,0.382219,0
587742013290381457,0,0.0047,4,10,0.275008,0
587742013290381489,0,0.003,4,10,0.272634,0
587742013290447018,2,0.867,3,4,0.121643,0
587742013290512559,0,0.1925,2,1,0.239793,0
587742013290512589,0,0.2146,3,4,0.119703,0
587742013290578061,0,0.3853,4,10,0.164339,0
587742013290709082,0,0.1156,4,10,0.172313,0
587742013290709110,0,0.0428,4,10,0.167339,0
587742013290709115,0,0.3137,4,10,0.377988,0
587742013290709131,0,0.8664,4,9,0.161329,0
587742013290709138,0,0.0,4,10,0.181164,0
587742013290709148,0,0.0003,4,10,0.289702,0
587742013290709167,3,0.9074,4,10,0.170598,0
587742013290774698,0,0.0261,4,10,0.476188,0
587742013290774715,0,0.0013,4,10,0.220633,0
587742013290774791,1,0.3466,4,10,0.180686,0
587742013290774804,0,0.0169,1,0,0.190706,0
587742013290840133,19,0.1491,3,4,0.13885,0
587742013290840281,0,0.5734,4,10,0.17565,0
587742013290905689,0,0.0018,1,0,0.174148,0
587742013290905769,0,0.0174,1,0,0.106265,0
587742013290971219,0,0.0001,4,10,0.132812,0
587742013290971268,8,0.1664,4,9,0.160604,0
587742013291167801,13,0.1448,1,0,0.271848,0
587742013291167868,0,0.0178,4,10,0.172457,0
587742013291167874,0,0.047,4,10,0.328515,0
587742013291167925,0,0.0495,1,0,0.209904,0
587742013291167953,0,0.0002,4,10,0.367745,0
587742013291233310,20,0.6873,4,6,0.105433,1
587742013291233458,20,0.0002,1,0,0.207977,0
587742013291233548,0,0.0823,4,10,0.190557,0
587742013291233561,0,0.9094,4,10,0.267215,0
587742013291364507,15,0.7596,4,9,0.159436,1
587742013291364527,0,0.0048,4,10,0.417064,0
587742013291364538,0,0.0005,4,10,0.376214,0
587742013291430106,0,0.0182,4,10,0.189468,0
587742013291495598,0,0.0395,4,10,0.140074,0
587742013291495602,9,0.8859,4,10,0.17343,0
587742013291561218,2,0.4991,4,6,0.123908,0
587742013291626637,1,0.2841,4,10,0.103237,0
587742013291626692,0,0.8531,4,6,0.124534,0
587742013291692158,0,0.8363,4,10,0.139811,0
587742013291692180,3,0.601,4,10,0.166364,0
587742013291692234,20,0.0089,1,0,0.165788,0
587742013291757703,0,0.004,4,10,0.427921,0
587742013291757720,0,0.0005,4,10,0.30196,0
587742013291757721,6,0.867,3,3,0.127864,0
587742013291823308,0,0.4047,4,10,0.379734,0
587742013291823318,0,0.6368,4,10,0.19674,0
587742013291823340,0,0.0269,4,10,0.191779,0
587742013291823360,0,0.14,1,0,0.187418,0
587742013291888733,0,0.0247,4,10,0.358129,0
587742013291888782,0,0.0916,4,10,0.327947,0
587742013291888792,1,0.5212,4,10,0.27101,0
587742013291888808,0,0.7088,4,10,0.168159,0
587742013291888841,4,0.7525,4,10,0.164268,0
587742013291888862,0,0.0522,4,10,0.337127,0
587742013291888868,0,0.0026,4,10,0.282654,0
587742013291954345,3,0.9208,4,10,0.182199,0
587742013291954378,0,0.0524,4,10,0.186192,0
587742013291954420,0,0.2039,4,9,0.208695,0
587742013292019883,0,0.344,4,10,0.363595,0
587742013292019888,19,0.9549,1,0,0.563053,1
587742013292019906,1,0.0056,4,10,0.245331,0
587742013292019915,3,0.0912,4,10,0.161942,0
587742013292019940,0,0.3062,4,10,0.302408,0
587742013292019951,1,0.0956,4,10,0.232382,0
587742013292085313,0,0.0007,4,10,0.260769,0
587742013292085338,0,0.0003,4,10,0.457072,0
587742013292085361,0,0.0156,4,10,0.341207,0
587742013292085379,0,0.0617,4,10,0.241149,0
587742013292085390,0,0.0009,4,10,0.277821,0
587742013292085401,20,0.0007,3,3,0.121519,0
587742013292085410,0,0.0502,4,10,0.351314,0
587742013292085413,0,0.0018,1,0,0.27025,0
587742013292150925,0,0.0586,4,10,0.298465,0
587742013292150933,0,0.6627,4,10,0.184274,0
587742013292150945,0,0.0757,4,10,0.146469,0
587742013292150951,0,0.0082,4,10,0.229323,0
587742013292216440,0,0.0002,4,10,0.304603,0
587742013292216449,0,0.0023,4,10,0.286013,0
587742013292282009,0,0.0008,4,10,0.284997,0
587742013292282012,0,0.1717,4,10,0.38812,0
587742013292282032,4,0.3668,2,1,0.316042,0
587742013292282045,5,0.7334,2,1,0.263823,0
587742013292282054,16,0.2107,4,6,0.112812,0
587742013292347562,0,0.0132,4,10,0.306774,0
587742013292413078,0,0.4576,4,10,0.2166,0
587742013292413090,10,0.6586,4,10,0.164627,0
587742013292478628,0,0.0227,4,10,0.31911,0
587742013292544140,0,0.5334,4,10,0.142224,0
587742013292609642,20,0.7429,4,9,0.123025,1
587742013292675147,0,0.4937,4,9,0.222129,0
587742013292675180,0,0.0013,4,10,0.230739,0
587742013292675246,0,0.0173,1,0,0.295914,0
587742013292740682,9,0.0077,1,0,0.227426,0
587742013292740757,0,0.1775,4,10,0.180552,0
587742013292806154,13,0.8292,4,10,0.211479,1
587742013292806336,0,0.0074,4,10,0.231164,0
587742013292871793,14,0.1432,4,10,0.187489,0
587742013292937290,9,0.1942,4,10,0.168524,0
587742013292937430,0,0.0001,4,10,0.219432,0
587742013293133967,0,0.2387,4,10,0.299339,0
587742013293133974,18,0.6025,3,3,0.167925,0
587742013293134012,3,0.543,4,6,0.140157,0
587742013293134034,3,0.441,4,9,0.143604,0
587742013293134056,0,0.7573,4,10,0.270686,0
587742013293199447,0,0.0355,4,10,0.242049,0
587742013293199461,1,0.0983,4,10,0.319481,0
587742013293199475,12,0.0144,4,10,0.139455,0
587742013293264932,6,0.6568,4,10,0.15564,0
587742013293264989,0,0.009,1,0,0.208606,0
587742013293265006,0,0.0002,4,10,0.312669,0
587742013293330516,0,0.0941,4,10,0.36287,0
587742013293330544,0,0.1192,4,10,0.321719,0
587742013293396061,6,0.0541,4,6,0.118446,0
587742013293396103,0,0.0011,4,10,0.158927,0
587742013293461530,0,0.0992,4,10,0.240957,0
587742013293461617,0,0.0001,4,10,0.281299,0
587742013293461625,0,0.1311,4,10,0.28241,0
587742013293461662,0,0.0025,4,10,0.338128,0
587742013293527171,0,0.1119,1,0,0.350075,0
587742013293527199,0,0.0001,4,10,0.319839,0
587742013293527237,0,0.1294,4,10,0.202643,0
587742013293527265,2,0.8963,4,10,0.152654,0
587742013293592699,8,0.0005,4,10,0.123782,0
587742013293592710,19,0.5711,3,4,0.148702,1
587742013293592793,0,0.561,4,10,0.42588,0
587742013293592819,0,0.4247,4,10,0.441882,0
587742013293592823,0,0.0017,4,10,0.328791,0
587742013293592835,0,0.0007,4,10,0.170826,0
587742013293658265,0,0.7491,4,10,0.360712,0
587742013293658295,20,0.0371,4,10,0.164682,0
587742013293658301,0,0.0016,4,10,0.325215,0
587742013293658308,7,0.1813,4,10,0.142157,0
587742013293658340,4,0.006,4,10,0.24798,0
587742013293658376,0,0.0005,1,0,0.31653,0
587742013293723772,0,0.0003,4,10,0.306133,0
587742013293723775,0,0.7223,4,9,0.17756,0
587742013293723823,0,0.001,4,10,0.282423,0
587742013293723867,0,0.0031,4,10,0.368956,0
587742013293789246,20,0.8797,4,9,0.145668,1
587742013293789291,0,0.1498,4,10,0.394629,0
587742013293789300,0,0.6863,4,10,0.313754,0
587742013293789309,0,0.0338,4,10,0.195088,0
587742013293789322,0,0.4272,4,10,0.393776,0
587742013293789390,15,0.0014,1,0,0.12618,0
587742013293789397,0,0.199,4,10,0.232735,0
587742013293854772,0,0.0003,4,10,0.121709,0
587742013293854830,0,0.0,4,10,0.310233,0
587742013293854885,0,0.5267,4,10,0.269585,0
587742013293854887,0,0.2994,4,10,0.186417,0
587742013293854939,0,0.0,4,10,0.183874,0
587742013293920375,1,0.5794,4,10,0.171965,0
587742013293920445,7,0.7031,4,10,0.174733,0
587742013293920456,0,0.3004,4,10,0.159085,0
587742013293920506,0,0.3721,4,10,0.459488,0
587742013293985799,0,0.3555,4,10,0.190731,0
587742013293985996,0,0.0388,4,10,0.268788,0
587742013293986013,10,0.4284,4,10,0.213385,0
587742013294051376,0,0.3056,2,1,0.200138,0
587742013294051537,0,0.6561,2,1,0.132678,0
587742013294051556,18,0.0357,1,0,0.481845,0
587742013294116997,17,0.1098,3,4,0.116427,0
587742013294117045,0,0.196,4,10,0.314171,0
587742013294117119,19,0.0003,4,10,0.106238,0
587742013294248096,0,0.0024,4,10,0.174351,0
587742013294248101,0,0.0733,4,10,0.179507,0
587742013294248163,0,0.0135,4,10,0.211421,0
587742013294313611,0,0.0094,4,10,0.162767,0
587742013294313620,13,0.0223,4,6,0.111202,0
587742013294379021,19,0.0066,1,0,0.296067,0
587742013294379116,0,0.0207,4,10,0.307601,0
587742013294379199,0,0.0007,4,10,0.214729,0
587742013294444640,0,0.0004,4,10,0.249971,0
587742013294444667,0,0.0015,1,0,0.152401,0
587742013294444691,0,0.0298,4,10,0.193783,0
587742013294444700,0,0.0001,4,10,0.177056,0
587742013294444703,0,0.1333,4,10,0.186086,0
587742013294444708,0,0.8667,4,10,0.173406,0
587742013294444712,0,0.0005,4,10,0.216703,0
587742013294444718,8,0.0198,4,10,0.175376,0
587742013294444728,0,0.0139,4,10,0.270458,0
587742013294510177,0,0.0156,4,10,0.202597,0
587742013294510216,5,0.6718,4,10,0.277792,0
587742013294510228,10,0.0157,4,10,0.13817,0
587742013294641335,0,0.573,4,10,0.141386,0
587742013294641404,0,0.0029,4,10,0.233061,0
587742013294706816,0,0.8862,4,10,0.168316,0
587742013294706865,0,0.0002,4,10,0.342643,0
587742013294772401,0,0.0162,2,1,0.221553,0
587742013294772404,0,0.0343,1,0,0.25061,0
587742013294772407,0,0.7212,4,10,0.177602,0
587742013294772419,9,0.0001,4,10,0.114387,0
587742013294837913,0,0.9658,4,6,0.131254,0
587742013294837918,0,0.0005,4,10,0.225045,0
587742013294837957,0,0.0021,4,10,0.307982,0
587742013294903438,0,0.607,4,10,0.143052,0
587742013294903474,0,0.9018,4,10,0.166808,0
587742013294903501,20,0.0001,4,10,0.133949,0
587742013294968889,0,0.0274,4,10,0.252088,0
587742013294968965,0,0.3054,4,10,0.254935,0
587742013295034478,0,0.0028,1,0,0.182501,0
587742013295034503,20,0.0207,1,0,0.582137,0
587742013295099999,0,0.7897,4,10,0.160877,0
587742013295100026,0,0.7334,3,4,0.130099,0
587742013295100043,20,0.0186,4,10,0.131534,0
587742013295100062,0,0.1222,4,10,0.26105,0
587742013295100067,0,0.0005,1,0,0.300072,0
587742013295100084,0,0.0346,4,10,0.208439,0
587742013295100090,0,0.346,4,10,0.249373,0
587742013295165562,0,0.7017,4,10,0.167245,0
587742013295165564,0,0.0014,4,10,0.134264,0
587742013295165568,0,0.0005,4,10,0.239951,0
587742013295165618,0,0.0013,4,10,0.350707,0
587742013295231027,0,0.0002,4,10,0.258168,0
587742013295231185,6,0.0002,4,10,0.162348,0
587742013295231222,0,0.2459,4,10,0.370514,0
587742013295231243,10,0.0001,4,10,0.165921,0
587742013295231260,0,0.0013,4,10,0.156028,0
587742013295296523,0,0.542,4,10,0.174725,0
587742013295296613,0,0.12,4,9,0.134238,0
587742013295296681,0,0.1962,1,0,0.271374,0
587742013295296687,0,0.2707,4,10,0.226065,0
587742013295296717,0,0.0112,4,10,0.109672,0
587742013295296738,0,0.0008,4,10,0.261382,0
587742013295296749,0,0.0407,4,10,0.309084,0
587742013295362147,5,0.4563,4,10,0.157999,0
587742013295362161,0,0.7017,3,3,0.148117,0
587742013295362173,0,0.0018,4,10,0.311314,0
587742013295362185,1,0.017,4,10,0.156351,0
587742013295362186,0,0.0242,1,0,0.588206,0
587742013295362211,3,0.0984,3,4,0.114746,0
587742013295427648,6,0.0277,4,10,0.163781,0
587742013295427651,0,0.4867,4,10,0.248843,0
587742013295427734,0,0.0174,4,10,0.152771,0
587742013295427741,0,0.0005,4,10,0.238902,0
587742013295427760,0,0.0065,1,0,0.228189,0
587742013295427782,0,0.7616,4,6,0.127166,0
587742013295493231,0,0.0002,4,10,0.296753,0
587742013295493257,0,0.001,4,10,0.281178,0
587742013295493279,10,0.9459,3,4,0.143719,0
587742013295493379,12,0.0001,4,10,0.104939,0
587742013295624299,0,0.0063,4,10,0.259296,0
587742013295624314,0,0.203,4,10,0.189404,0
587742013295624341,0,0.0576,1,0,0.244791,0
587742013295624364,0,0.6542,4,10,0.13442,0
587742013295624379,0,0.0011,4,10,0.226028,0
587742013295689764,5,0.0077,4,10,0.117921,0
587742013295689908,10,0.0417,4,9,0.119659,0
587742013295755443,19,0.0539,4,10,0.123108,0
587742013295755539,0,0.3312,4,6,0.104286,0
587742013295755549,11,0.2045,4,10,0.125302,0
587742013295755583,18,0.3276,4,9,0.107281,0
587742013295820866,9,0.0709,3,3,0.102836,0
587742013295820934,0,0.2536,4,6,0.106971,0
587742013295820954,4,0.2176,4,10,0.14993,0
587742013295820964,8,0.3009,4,10,0.156077,0
587742013295820967,0,0.0037,4,10,0.261057,0
